transID,itemID,transPrice,buyerID,sellerID,transDate,transAddress
1736,1001473,$118.00,x2017aic,x2015aqh,16022021,"""AthabascaABT9S6Y4886WakehurstSt."""
1737,1001475,$38.00,x2019aad,x2016blx,12022021,"""AntigonishNSB2G8T97RockvilleSt."""
1738,1001477,$73.00,x2015aqy,x2019aqc,15022021,"""296W.YoungDriveQuesnelBCV2J8V4"""
1739,1001479,$100.00,x2018awg,x2016bld,25032021,"""L'ErableQCG0Y8C4456LakeviewRoad"""
1740,1001481,$61.00,x2016aip,x2019bby,04012021,"""InnisfilONL9S1H8269CarpenterDrive"""
1741,1001483,$46.00,x2017bdb,x2017acd,13032021,"""NepeanONK2G5X2735PendergastStreet"""
1742,1001485,$58.00,x2015asf,x2018aew,22102021,"""KingstonONK7K2M8370GoldenStarAve."""
1743,1001487,$107.00,x2015awn,x2020aqu,21092021,"""296W.YoungDriveQuesnelBCV2J8V4"""
1744,1001489,$29.00,x2016bdl,x2019aab,21022021,"""ThompsonMBR8N3R46PurpleFinchDr."""
1745,1001491,$27.00,x2016bjv,x2019bcz,08012021,"""PerthONK7H3A5636ChestnutSt."""
1746,1001493,$106.00,x2017biy,x2018agh,06102021,"""BoiestownNBE6A4C48592S.RidgeviewStreet"""
1747,1001495,$89.00,x2020bmk,x2018ama,13002021,"""AppalachesQCG0R4C78435RockawayCircle"""
1748,1001497,$56.00,x2019aix,x2019bml,21012021,"""Saint-PrimeQCG8J3T59407LongfellowSt."""
1749,1001499,$50.00,x2017bkp,x2015bfl,09062021,"""CarbonearLBA1Y5H172ParkerDr."""
1750,1001501,$12.00,x2014ahl,x2018bih,05082021,"""Cap-RougeQCG1Y8A4169EastValleyViewSt."""
1751,1001503,$97.00,x2020bbj,x2018blk,24042021,"""CentrevilleNBE7K8H4564W.PhilmontSt."""
1752,1001505,$78.00,x2018blf,x2018azm,02042021,"""9CatherineSt.WolfvilleNSB4P2J7"""
1753,1001507,$96.00,x2016aww,x2017aij,24102021,"""TrailBCV1R9T949N.ChurchDr."""
1754,1001509,$84.00,x2015avw,x2014bhl,04002021,"""PentictonBCV2A1C437HarveyRd."""
1755,1001511,$63.00,x2018ays,x2014ahl,09092021,"""KingstonONK7K2M8370GoldenStarAve."""
1756,1001513,$106.00,x2015amt,x2017bdu,15062021,"""LadysmithBCV9G5M666LowerRiverDrive"""
1757,1001515,$116.00,x2020apt,x2015bcc,11012021,"""StouffvilleONL4A9V38903WestMeadowCourt"""
1758,1001517,$117.00,x2017aey,x2014bkx,07112021,"""856FranklinSt.MetchosinBCV9C9G8"""
1759,1001519,$83.00,x2016bai,x2020bco,20092021,"""JuandeFucaShoreBCV0S8H97707UniversityCourt"""
1760,1001521,$34.00,x2019aac,x2017bag,22072021,"""7526AddisonStreetGagetownNBE5M9S2"""
1761,1001523,$71.00,x2015bee,x2014adf,15102021,"""7149WilliamSt.QuispamsisNBE2G6Y5"""
1762,1001525,$36.00,x2016bjo,x2015ana,11042021,"""Sainte-JulieQCJ3E1G288RyanAve."""
1763,1001527,$19.00,x2016aqf,x2014ain,07082021,"""530WestTalbotDriveKentvilleNSB4N5E6"""
1764,1001529,$22.00,x2020akj,x2020aql,03092021,"""530WestTalbotDriveKentvilleNSB4N5E6"""
1765,1001531,$34.00,x2016ady,x2015ban,20022021,"""972LibertyStreetCobourgONK9A8A7"""
1766,1001533,$13.00,x2015bek,x2016ads,24082021,"""NepeanONK2G5X2735PendergastStreet"""
1767,1001535,$70.00,x2017arn,x2014avg,02102021,"""BoiestownNBE6A4C48592S.RidgeviewStreet"""
1768,1001537,$62.00,x2017asz,x2019aen,14102021,"""DeerIslandNBE5V7G371LivingstonSt."""
1769,1001539,$17.00,x2015arr,x2020afh,16062021,"""KananaskisCountryABT0L5L530OakMeadowAve."""
1770,1001541,$51.00,x2020ahj,x2020apv,10052021,"""22UnionSt.LouisbourgNSB1C5K5"""
1771,1001543,$18.00,x2019ayb,x2017axm,22072021,"""CourticeONL1E5G58973WestMilesAve."""
1772,1001545,$86.00,x2018awu,x2017ahd,23002021,"""KananaskisCountryABT0L5L530OakMeadowAve."""
1773,1001547,$85.00,x2016bmg,x2018aak,13082021,"""95EastArcadiaSt.LachuteQCJ8H9G4"""
1774,1001549,$85.00,x2018aqd,x2020akm,25032021,"""R'e9giond'OkaQCJ0N2J4313CreekDr."""
1775,1001551,$52.00,x2014agz,x2015bcc,17032021,"""42PrimroseSt.ChelseaQCJ9B6T4"""
1776,1001553,$87.00,x2020bkl,x2018blz,03052021,"""LaBaieQCG7B7N28861DepotSt."""
1777,1001555,$56.00,x2016bme,x2017bic,09042021,"""DeerIslandNBE5V7G371LivingstonSt."""
1778,1001557,$83.00,x2016ast,x2014bah,18082021,"""Rivi'e8re-du-LoupQCG5R4V167AirportAve."""
1779,1001559,$67.00,x2017abd,x2018awu,07032021,"""LadysmithBCV9G5M666LowerRiverDrive"""
1780,1001561,$76.00,x2015bew,x2014bjf,20042021,"""530WestTalbotDriveKentvilleNSB4N5E6"""
1781,1001563,$69.00,x2017bbk,x2015ajv,13032021,"""KananaskisCountryABT0L5L530OakMeadowAve."""
1782,1001565,$43.00,x2016bkn,x2017auj,11002021,"""530WestTalbotDriveKentvilleNSB4N5E6"""
1783,1001567,$33.00,x2018biw,x2015ahw,13062021,"""947SouthamptonCourtIngersollONN5C2E9"""
1784,1001569,$115.00,x2019bjc,x2020bct,03032021,"""856FranklinSt.MetchosinBCV9C9G8"""
1785,1001571,$117.00,x2018adq,x2017anq,06042021,"""DorvalOutskirtsQCH9P9S57564LongbranchRd."""
1786,1001573,$101.00,x2016aza,x2020bet,04112021,"""WoodstockNBE7M9X97380MeadowAve."""
1787,1001575,$92.00,x2014bjx,x2020azu,02002021,"""MeadowLakeSKS9X9V3866SutorStreet"""
1788,1001577,$36.00,x2019awt,x2015afd,05062021,"""CaraquetNBE1W5K43KirklandRd."""
1789,1001579,$20.00,x2017aic,x2015afb,12062021,"""AthabascaABT9S6Y4886WakehurstSt."""
1790,1001581,$53.00,x2014bcs,x2016axg,01042021,"""InnisfilONL9S1H8269CarpenterDrive"""
1791,1001583,$95.00,x2019axw,x2019bbb,15062021,"""JolietteQCJ6E6E87905SpringAve."""
1792,1001585,$29.00,x2015ami,x2020afs,06082021,"""62RidgeStreetBouchervilleQCJ4B5S2"""
1793,1001587,$56.00,x2017asp,x2014avb,03012021,"""Saint-QuentinNBE8A0A261AndoverAve."""
1794,1001589,$116.00,x2016akf,x2015bfo,20002021,"""11WakehurstSt.TillsonburgONN4G7V1"""
1795,1001591,$104.00,x2015atn,x2019bgd,11052021,"""KincardineONN2Z1S68037E.RaceAve."""
1796,1001593,$112.00,x2014adp,x2016abz,16102021,"""LaSarreQCJ9Z5N33GlenholmeCourt"""
1797,1001595,$31.00,x2017aic,x2014aii,18052021,"""AthabascaABT9S6Y4886WakehurstSt."""
1798,1001597,$88.00,x2015avk,x2019aur,09032021,"""CampobelloIslandNBE5E7V99933GreenviewSt."""
1799,1001599,$31.00,x2016blo,x2015aba,10022021,"""DufferinCountyONL0N0L985CrescentLane"""
1800,1001601,$56.00,x2014axj,x2020aaq,14062021,"""DeerIslandNBE5V7G371LivingstonSt."""
1801,1001603,$118.00,x2018agf,x2017avp,21022021,"""WestElmwoodSt.Val-d'OrQCJ9P7P7"""
1802,1001605,$67.00,x2016aoi,x2014ata,12042021,"""QueensCountyNSB0T0L851PiperStreet"""
1803,1001607,$48.00,x2014azf,x2017bib,03082021,"""Saint-PrimeQCG8J3T59407LongfellowSt."""
1804,1001609,$12.00,x2019akc,x2016bae,18052021,"""R'e9giond'OkaQCJ0N2J4313CreekDr."""
1805,1001611,$65.00,x2015aiq,x2020azs,04112021,"""DorvalOutskirtsQCH9P9S57564LongbranchRd."""
1806,1001613,$14.00,x2016aat,x2017ahc,04002021,"""972LibertyStreetCobourgONK9A8A7"""
1807,1001615,$87.00,x2020anx,x2017awz,06012021,"""51ArcadiaSt.DebecNBE7N7L2"""
1808,1001617,$110.00,x2018afu,x2019adh,14022021,"""MapleONL6A0N79569CemeteryAve."""
1809,1001619,$118.00,x2015ahw,x2014ayn,16022021,"""856FranklinSt.MetchosinBCV9C9G8"""
1810,1001621,$104.00,x2015awm,x2016aye,14052021,"""DelhiONN4B8N59108OakwoodRd."""
1811,1001623,$48.00,x2020aki,x2018aan,09002021,"""CaraquetNBE1W5K43KirklandRd."""
1812,1001625,$88.00,x2015aim,x2017abk,12022021,"""Gasp'e9sie-SudQCG0C8B8718LeatherwoodSt."""
1813,1001627,$103.00,x2015aeo,x2014bgs,19042021,"""947SouthamptonCourtIngersollONN5C2E9"""
1814,1001629,$21.00,x2020bhv,x2020avc,18032021,"""HantsCountyNSB0N8H5764SnakeHillDrive"""
1815,1001631,$91.00,x2018apm,x2020adk,24022021,"""HamptonNBE5N4X645SheffieldAve."""
1816,1001633,$68.00,x2016aea,x2014axe,03072021,"""PonokaABT4J2V064HomesteadAve."""
1817,1001635,$118.00,x2014bcg,x2014ajr,19082021,"""DeerIslandNBE5V7G371LivingstonSt."""
1818,1001637,$36.00,x2015aop,x2017apb,22002021,"""'celes-LavalQCH7Y5B648AndoverStreet"""
1819,1001639,$87.00,x2020ado,x2017ags,05022021,"""AlbanelQCG8M5B69HawthorneSt."""
1820,1001641,$14.00,x2019adh,x2020adc,03072021,"""Saint-QuentinNBE8A0A261AndoverAve."""
1821,1001643,$28.00,x2018adm,x2016aww,12042021,"""8829SE.SummerhouseDr.Laval-des-RapidesQCH7N0J3"""
1822,1001645,$109.00,x2018aqe,x2019ape,23072021,"""296W.YoungDriveQuesnelBCV2J8V4"""
1823,1001647,$44.00,x2015bas,x2014aoe,24022021,"""CourticeONL1E5G58973WestMilesAve."""
1824,1001649,$37.00,x2014bjg,x2015aqa,16082021,"""DelhiONN4B8N59108OakwoodRd."""
1825,1001651,$96.00,x2014akg,x2015bfo,03002021,"""PerthONK7H3A5636ChestnutSt."""
1826,1001653,$64.00,x2016aek,x2018apx,08002021,"""CoverdaleNBE1J6E2170EastGartnerAve."""
1827,1001655,$112.00,x2017aam,x2018beg,06052021,"""856FranklinSt.MetchosinBCV9C9G8"""
1828,1001657,$63.00,x2019aka,x2016anj,10092021,"""L'ErableQCG0Y8C4456LakeviewRoad"""
1829,1001659,$69.00,x2018aqs,x2015ayw,23032021,"""68KetchHarbourSt.DuncanBCV9L4V1"""
1830,1001661,$66.00,x2016bkz,x2019bga,07102021,"""DufferinCountyONL0N0L985CrescentLane"""
1831,1001663,$90.00,x2018bgp,x2017avt,20072021,"""42PrimroseSt.ChelseaQCJ9B6T4"""
1832,1001665,$104.00,x2014agz,x2019akr,13052021,"""42PrimroseSt.ChelseaQCJ9B6T4"""
1833,1001667,$62.00,x2018aak,x2016bgr,15022021,"""PerthONK7H3A5636ChestnutSt."""
1834,1001669,$96.00,x2019awt,x2014asi,06102021,"""CaraquetNBE1W5K43KirklandRd."""
1835,1001671,$111.00,x2016bei,x2020bhj,16102021,"""7149WilliamSt.QuispamsisNBE2G6Y5"""
1836,1001673,$42.00,x2014bgw,x2016aas,13002021,"""R'e9giond'OkaQCJ0N2J4313CreekDr."""
1837,1001675,$11.00,x2019aen,x2020aao,25032021,"""HamiltonONL8E6H01AirportStreet"""
1838,1001677,$106.00,x2019akv,x2016anf,22052021,"""YoungsCoveNBE4C9R753EdgewoodSt."""
1839,1001679,$106.00,x2020apv,x2016aqp,05082021,"""ChristmasIslandNSB1T9G077CoffeeDr."""
1840,1001681,$14.00,x2019bbz,x2017aun,09012021,"""NewGlasgowNSB2H6R17005S.BrandywineDrive"""
1841,1001683,$60.00,x2018aqe,x2016ayt,03082021,"""296W.YoungDriveQuesnelBCV2J8V4"""
1842,1001685,$103.00,x2017acm,x2017awr,04022021,"""Sainte-JulieQCJ3E1G288RyanAve."""
1843,1001687,$16.00,x2017aey,x2020afs,23052021,"""856FranklinSt.MetchosinBCV9C9G8"""
1844,1001689,$62.00,x2015aod,x2020bfn,13112021,"""DeerIslandNBE5V7G371LivingstonSt."""
1845,1001691,$105.00,x2020aaq,x2014axn,01052021,"""DelhiONN4B8N59108OakwoodRd."""
1846,1001693,$67.00,x2020asu,x2018atz,19032021,"""TaberABT1G6G283SouthIroquoisSt."""
1847,1001695,$109.00,x2020any,x2014amy,15062021,"""762TempleSt.LaPlaineQCJ7M5E7"""
1848,1001697,$15.00,x2019aty,x2015abm,24022021,"""JolietteQCJ6E6E87905SpringAve."""
1849,1001699,$82.00,x2015aya,x2019acx,25002021,"""H'e9bertvilleQCG8N3V0646SherwoodAve."""
1850,1001701,$115.00,x2015bez,x2019ark,23042021,"""StouffvilleONL4A9V38903WestMeadowCourt"""
1851,1001703,$56.00,x2016bmg,x2016ate,23042021,"""95EastArcadiaSt.LachuteQCJ8H9G4"""
1852,1001705,$64.00,x2017bdy,x2018aeg,20022021,"""ChristmasIslandNSB1T9G077CoffeeDr."""
1853,1001707,$115.00,x2015bdw,x2016aib,14072021,"""95EastArcadiaSt.LachuteQCJ8H9G4"""
1854,1001709,$98.00,x2015aio,x2017ags,11002021,"""KananaskisCountryABT0L5L530OakMeadowAve."""
1855,1001711,$72.00,x2014awy,x2015aaz,04062021,"""YoungsCoveNBE4C9R753EdgewoodSt."""
1856,1001713,$27.00,x2020aqg,x2018bca,17082021,"""LaSarreQCJ9Z5N33GlenholmeCourt"""
1857,1001715,$15.00,x2020bgn,x2020ayk,13042021,"""MapleONL6A0N79569CemeteryAve."""
1858,1001717,$29.00,x2016aib,x2017aor,12052021,"""R'e9giond'OkaQCJ0N2J4313CreekDr."""
1859,1001719,$107.00,x2017bdd,x2018bff,02032021,"""LaSarreQCJ9Z5N33GlenholmeCourt"""
1860,1001721,$10.00,x2017ano,x2020adk,20012021,"""9CatherineSt.WolfvilleNSB4P2J7"""
1861,1001723,$66.00,x2015aqy,x2016bjo,25082021,"""296W.YoungDriveQuesnelBCV2J8V4"""
1862,1001725,$12.00,x2015ard,x2014bjn,16022021,"""Cap-RougeQCG1Y8A4169EastValleyViewSt."""
1863,1001727,$98.00,x2020ald,x2020ahj,18102021,"""WestElmwoodSt.Val-d'OrQCJ9P7P7"""
1864,1001729,$17.00,x2015adl,x2017adb,05092021,"""StouffvilleONL4A9V38903WestMeadowCourt"""
1865,1001731,$17.00,x2020agc,x2014asi,22102021,"""762TempleSt.LaPlaineQCJ7M5E7"""
1866,1001733,$14.00,x2019aex,x2017abk,15102021,"""InnisfilONL9S1H8269CarpenterDrive"""
1867,1001735,$56.00,x2019aog,x2020bjp,14032021,"""DufferinCountyONL0N0L985CrescentLane"""
1868,1001737,$57.00,x2018ays,x2018ayy,12002021,"""KingstonONK7K2M8370GoldenStarAve."""
1869,1001739,$114.00,x2017bib,x2017bdy,12042021,"""725CarriageCircleDoaktownNBE9C8T4"""
1870,1001741,$16.00,x2020ajz,x2015akw,06082021,"""FortSt.JohnBCV1J1Y4838WalnutSt."""
1871,1001743,$53.00,x2017anu,x2017bcx,16052021,"""JuandeFucaShoreBCV0S8H97707UniversityCourt"""
1872,1001745,$54.00,x2019agu,x2019ayd,02022021,"""7149WilliamSt.QuispamsisNBE2G6Y5"""
1873,1001747,$74.00,x2020ajz,x2014aaf,16072021,"""FortSt.JohnBCV1J1Y4838WalnutSt."""
1874,1001749,$69.00,x2018alq,x2015arr,19032021,"""ManitoulinONP0P3C37985AcademyDrive"""
1875,1001751,$64.00,x2016afz,x2017acm,15002021,"""AntigonishNSB2G8T97RockvilleSt."""
1876,1001753,$58.00,x2020abh,x2019ayl,19052021,"""NewGlasgowNSB2H6R17005S.BrandywineDrive"""
1877,1001755,$75.00,x2020bmk,x2014aaf,18052021,"""AppalachesQCG0R4C78435RockawayCircle"""
1878,1001757,$46.00,x2016blx,x2015blt,08012021,"""PonokaABT4J2V064HomesteadAve."""
1879,1001759,$115.00,x2015bba,x2019aqk,01022021,"""7231SycamoreSt.HollandLandingONL9N9A0"""
1880,1001761,$24.00,x2017aru,x2020abh,04062021,"""AppalachesQCG0R4C78435RockawayCircle"""
1881,1001763,$46.00,x2015ayw,x2020ais,11032021,"""ElginONN0L7P922DunbarSt."""
1882,1001765,$48.00,x2019aty,x2015azh,05082021,"""JolietteQCJ6E6E87905SpringAve."""
1883,1001767,$23.00,x2018agr,x2014bgt,05092021,"""MordenMBR6M3K29314CanterburyAve."""
1884,1001769,$44.00,x2019aoh,x2019ayx,16052021,"""Cap-RougeQCG1Y8A4169EastValleyViewSt."""
1885,1001771,$102.00,x2016axc,x2016atd,11052021,"""'celes-LavalQCH7Y5B648AndoverStreet"""
1886,1001773,$80.00,x2015ada,x2016awp,19112021,"""296W.YoungDriveQuesnelBCV2J8V4"""
1887,1001775,$16.00,x2019atr,x2014akg,05082021,"""95EastArcadiaSt.LachuteQCJ8H9G4"""
1888,1001777,$107.00,x2014ahl,x2017aam,08062021,"""Cap-RougeQCG1Y8A4169EastValleyViewSt."""
1889,1001779,$21.00,x2020atp,x2019bly,22102021,"""HawkesburyONK6A6V9588PurpleFinchRoad"""
1890,1001781,$54.00,x2017bdu,x2018ago,16062021,"""CranbrookBCV1C6H68691FultonStreet"""
1891,1001783,$46.00,x2014aha,x2014bfh,25012021,"""WestElmwoodSt.Val-d'OrQCJ9P7P7"""
1892,1001785,$36.00,x2019auu,x2019bhq,12062021,"""Saint-PrimeQCG8J3T59407LongfellowSt."""
1893,1001787,$95.00,x2016bkz,x2015atn,15102021,"""DufferinCountyONL0N0L985CrescentLane"""
1894,1001789,$72.00,x2019ajq,x2019avy,13112021,"""68KetchHarbourSt.DuncanBCV9L4V1"""
1895,1001791,$27.00,x2017apb,x2014bil,01092021,"""L'ErableQCG0Y8C4456LakeviewRoad"""
1896,1001793,$53.00,x2016bij,x2016bkz,14022021,"""KingstonONK7K2M8370GoldenStarAve."""
1897,1001795,$118.00,x2016bhd,x2020bkm,03052021,"""Sainte-JulieQCJ3E1G288RyanAve."""
1898,1001797,$96.00,x2015aaz,x2016bio,21002021,"""ElginONN0L7P922DunbarSt."""
1899,1001799,$17.00,x2015biu,x2020bhv,11002021,"""ManitoulinONP0P3C37985AcademyDrive"""
1900,1001801,$87.00,x2017alw,x2019bjb,11042021,"""7526AddisonStreetGagetownNBE5M9S2"""
1901,1001803,$16.00,x2019ayd,x2017acj,17112021,"""DauphinMBR7N1N54EastChestnutStreet"""
1902,1001805,$57.00,x2017bbm,x2019aex,22062021,"""DorvalOutskirtsQCH9P9S57564LongbranchRd."""
1903,1001807,$13.00,x2020ani,x2016beo,15092021,"""972LibertyStreetCobourgONK9A8A7"""
1904,1001809,$43.00,x2016afr,x2017aie,03092021,"""856FranklinSt.MetchosinBCV9C9G8"""
1905,1001811,$34.00,x2016avi,x2020atu,25012021,"""CollingwoodONL9Y4K733LindaSt."""
1906,1001813,$118.00,x2014bjn,x2020acz,07022021,"""BoiestownNBE6A4C48592S.RidgeviewStreet"""
1907,1001815,$33.00,x2014bjj,x2017bbm,22072021,"""TourdelaBourseQCH4Z6J4794W.MonroeStreet"""
1908,1001817,$49.00,x2015bfl,x2017ahk,21032021,"""91OverlookAve.Saint-AntoineNBE4V9J8"""
1909,1001819,$30.00,x2014bdp,x2020bct,15052021,"""7149WilliamSt.QuispamsisNBE2G6Y5"""
1910,1001821,$118.00,x2015bkh,x2016bes,01012021,"""HantsCountyNSB0N8H5764SnakeHillDrive"""
1911,1001823,$77.00,x2018beg,x2019arh,25042021,"""762TempleSt.LaPlaineQCJ7M5E7"""
1912,1001825,$45.00,x2018bev,x2020akj,22062021,"""CranbrookBCV1C6H68691FultonStreet"""
1913,1001827,$114.00,x2020bkc,x2018blz,15012021,"""FortSt.JohnBCV1J1Y4838WalnutSt."""
1914,1001829,$28.00,x2017ano,x2019bfu,10112021,"""9CatherineSt.WolfvilleNSB4P2J7"""
1915,1001831,$109.00,x2014bji,x2017axi,10012021,"""CaraquetNBE1W5K43KirklandRd."""
1916,1001833,$116.00,x2018bih,x2018beg,02092021,"""AlbanelQCG8M5B69HawthorneSt."""
1917,1001835,$28.00,x2016anh,x2018aup,24042021,"""972LibertyStreetCobourgONK9A8A7"""
1918,1001837,$15.00,x2018aob,x2017ajc,19072021,"""VermilionABT9X7N37568ThompsonStreet"""
1919,1001839,$103.00,x2015arr,x2014axa,04082021,"""KananaskisCountryABT0L5L530OakMeadowAve."""
1920,1001841,$82.00,x2017acc,x2018agf,25082021,"""CentrevilleNBE7K8H4564W.PhilmontSt."""
1921,1001843,$72.00,x2019bhm,x2014axe,09072021,"""7569YoungLaneWhiteRockBCV4B7H9"""
1922,1001845,$85.00,x2014avu,x2017awr,16092021,"""KingstonONK7K2M8370GoldenStarAve."""
1923,1001847,$72.00,x2015arl,x2016bel,20092021,"""StouffvilleONL4A9V38903WestMeadowCourt"""
1924,1001849,$87.00,x2018adm,x2016aap,04092021,"""8829SE.SummerhouseDr.Laval-des-RapidesQCH7N0J3"""
1925,1001851,$65.00,x2020bhv,x2020bkm,16072021,"""HantsCountyNSB0N8H5764SnakeHillDrive"""
1926,1001853,$52.00,x2020apv,x2020aik,15042021,"""ChristmasIslandNSB1T9G077CoffeeDr."""
1927,1001855,$110.00,x2017apb,x2015bfl,25052021,"""L'ErableQCG0Y8C4456LakeviewRoad"""
1928,1001857,$119.00,x2017anq,x2017bjk,25002021,"""JuandeFucaShoreBCV0S8H97707UniversityCourt"""
1929,1001859,$119.00,x2015biu,x2017adg,04062021,"""ManitoulinONP0P3C37985AcademyDrive"""
1930,1001861,$108.00,x2017acq,x2017azp,17042021,"""TourdelaBourseQCH4Z6J4794W.MonroeStreet"""
1931,1001863,$116.00,x2016aiy,x2014asn,23072021,"""MeadowLakeSKS9X9V3866SutorStreet"""
1932,1001865,$12.00,x2015agi,x2020anc,10062021,"""PentictonBCV2A1C437HarveyRd."""
1933,1001867,$17.00,x2018afk,x2014auq,04092021,"""CentrevilleNBE7K8H4564W.PhilmontSt."""
1934,1001869,$117.00,x2019bbb,x2020bam,17092021,"""AntigonishNSB2G8T97RockvilleSt."""
1935,1001871,$64.00,x2016bes,x2020bhr,08032021,"""MapleONL6A0N79569CemeteryAve."""
1936,1001873,$45.00,x2020bbj,x2020amg,14012021,"""CentrevilleNBE7K8H4564W.PhilmontSt."""
1937,1001875,$37.00,x2015asf,x2018aqd,08082021,"""KingstonONK7K2M8370GoldenStarAve."""
1938,1001877,$47.00,x2018bfv,x2017bky,14112021,"""95EastArcadiaSt.LachuteQCJ8H9G4"""
1939,1001879,$12.00,x2018acs,x2016apz,15052021,"""DeerIslandNBE5V7G371LivingstonSt."""
1940,1001881,$105.00,x2020bfz,x2018bls,15102021,"""HawkesburyONK6A6V9588PurpleFinchRoad"""
1941,1001883,$112.00,x2017bdd,x2020aps,03002021,"""LaSarreQCJ9Z5N33GlenholmeCourt"""
1942,1001885,$81.00,x2014aah,x2018aqs,11062021,"""8829SE.SummerhouseDr.Laval-des-RapidesQCH7N0J3"""
1943,1001887,$57.00,x2015aar,x2014bgt,09042021,"""KananaskisCountryABT0L5L530OakMeadowAve."""
1944,1001889,$70.00,x2017axr,x2014bfe,04082021,"""425E.KetchHarbourDr.FortFrancesONP9A3V9"""
1945,1001891,$91.00,x2019apu,x2016ahm,03082021,"""DauphinMBR7N1N54EastChestnutStreet"""
1946,1001893,$94.00,x2016bfr,x2015aba,02112021,"""ListowelONN4W4G92GlendaleSt."""
1947,1001895,$120.00,x2020bgi,x2018avm,05012021,"""7149WilliamSt.QuispamsisNBE2G6Y5"""
1948,1001897,$21.00,x2018ajf,x2020bbe,05112021,"""972LibertyStreetCobourgONK9A8A7"""
1949,1001899,$94.00,x2018bdc,x2018aal,11052021,"""9810FairgroundAvenueGreelyONK4P4M4"""
1950,1001901,$49.00,x2016blc,x2016bge,25012021,"""ThompsonMBR8N3R46PurpleFinchDr."""
1951,1001903,$86.00,x2020acz,x2017aiu,08042021,"""425E.KetchHarbourDr.FortFrancesONP9A3V9"""
1952,1001905,$112.00,x2016bae,x2020bet,09092021,"""8829SE.SummerhouseDr.Laval-des-RapidesQCH7N0J3"""
1953,1001907,$15.00,x2020bco,x2020afs,18092021,"""ChristmasIslandNSB1T9G077CoffeeDr."""
1954,1001909,$24.00,x2016bfc,x2019aex,03112021,"""Laterri'e8reQCG7N4R11GrandStreet"""
1955,1001911,$108.00,x2016ate,x2015ans,14062021,"""CarbonearLBA1Y5H172ParkerDr."""
1956,1001913,$42.00,x2018auz,x2019awt,18112021,"""JuandeFucaShoreBCV0S8H97707UniversityCourt"""
1957,1001915,$92.00,x2017bbc,x2015awm,22012021,"""Saint-PrimeQCG8J3T59407LongfellowSt."""
1958,1001917,$97.00,x2015bhs,x2016ahz,01092021,"""ThompsonMBR8N3R46PurpleFinchDr."""
1959,1001919,$73.00,x2015ana,x2015bht,06012021,"""TorbayLBA1K2E09812E.3rdAve."""
1960,1001921,$86.00,x2017awv,x2017bcx,12062021,"""7149WilliamSt.QuispamsisNBE2G6Y5"""
1961,1001923,$95.00,x2015awn,x2016auk,17012021,"""296W.YoungDriveQuesnelBCV2J8V4"""
1962,1001925,$74.00,x2017ahc,x2017afm,11042021,"""DelhiONN4B8N59108OakwoodRd."""
1963,1001927,$90.00,x2018aln,x2018amq,21032021,"""BromontQCJ2L7R5874WestBohemiaRd."""
1964,1001929,$93.00,x2015biv,x2015ahu,18102021,"""296W.YoungDriveQuesnelBCV2J8V4"""
1965,1001931,$59.00,x2020ajz,x2019bhm,01092021,"""FortSt.JohnBCV1J1Y4838WalnutSt."""
1966,1001933,$56.00,x2020aft,x2020azs,14032021,"""22UnionSt.LouisbourgNSB1C5K5"""
1967,1001935,$119.00,x2014ahl,x2018bev,02072021,"""Cap-RougeQCG1Y8A4169EastValleyViewSt."""
1968,1001937,$82.00,x2017act,x2014aah,04072021,"""TaberABT1G6G283SouthIroquoisSt."""
1969,1001939,$45.00,x2015akh,x2018blq,13072021,"""692ThirdDr.SelkirkMBR1A9S4"""
1970,1001941,$82.00,x2015aol,x2017afw,01012021,"""AthabascaABT9S6Y4886WakehurstSt."""
1971,1001943,$89.00,x2017bdq,x2014bfp,17012021,"""972LibertyStreetCobourgONK9A8A7"""
1972,1001945,$90.00,x2017bdh,x2016bgz,18012021,"""947SouthamptonCourtIngersollONN5C2E9"""
1973,1001947,$90.00,x2015ats,x2019ark,09062021,"""8829SE.SummerhouseDr.Laval-des-RapidesQCH7N0J3"""
1974,1001949,$40.00,x2015akh,x2018aji,04082021,"""692ThirdDr.SelkirkMBR1A9S4"""
1975,1001951,$86.00,x2017abu,x2017arz,18092021,"""BoiestownNBE6A4C48592S.RidgeviewStreet"""
1976,1001953,$69.00,x2020atb,x2018bff,22042021,"""ComoxBCV9M6C584BrownSt."""
1977,1001955,$102.00,x2016apf,x2018agn,25102021,"""HamiltonONL8E6H01AirportStreet"""
1978,1001957,$40.00,x2020akz,x2015bjh,12092021,"""7231SycamoreSt.HollandLandingONL9N9A0"""
1979,1001959,$110.00,x2018aqd,x2016aco,14112021,"""R'e9giond'OkaQCJ0N2J4313CreekDr."""
1980,1001961,$47.00,x2019ayv,x2019bcu,15092021,"""VermilionABT9X7N37568ThompsonStreet"""
1981,1001963,$55.00,x2020bde,x2016anf,04012021,"""HawkesburyONK6A6V9588PurpleFinchRoad"""
1982,1001965,$31.00,x2016baz,x2016auk,18042021,"""296W.YoungDriveQuesnelBCV2J8V4"""
1983,1001967,$113.00,x2019bhg,x2020aik,16022021,522AddisonCourtUnit77
1984,1001969,$77.00,x2014avv,x2015akw,23042021,"""62RidgeStreetBouchervilleQCJ4B5S2"""
1985,1001971,$109.00,x2019auu,x2020bje,17082021,"""Saint-PrimeQCG8J3T59407LongfellowSt."""
