shipmentID,ItemID,userID,userAddress,recyclerAddress,DateShipped,DateRecieved
3193641,,x2016bge,530WestTalbotDriveKentville NSB4N5E6,"42PrimroseSt.Chelsea,QCJ9B6T4",15012017,17012017
4234200,,x2017abu,Boiestown NBE6A4C48592S.RidgeviewStreet,"68KetchHarbourSt.Duncan,BCV9L4V1",6072017,9072017
3086027,,x2016bij,Kingston ONK7K2M8370GoldenStarAve.,"DufferinCounty,ONL0N0L985CrescentLane",20102015,23102015
2491444,,x2018axy,WestElmwoodSt.Val-d'Or QCJ9P7P7,"Appalaches,QCG0R4C78435RockawayCircle",10092016,13092016
3531637,,x2020ais,7569YoungLaneWhiteRock BCV4B7H9,"Caraquet,NBE1W5K43KirklandRd.",17102020,20102020
3335524,,x2020akm,NewGlasgow NSB2H6R17005S.BrandywineDrive,"Stouffville,ONL4A9V38903WestMeadowCourt",18002015,21002015
4423764,,x2017acc,Centreville NBE7K8H4564W.PhilmontSt.,"425E.KetchHarbourDr.FortFrances,ONP9A3V9",32019,3032019
3680538,,x2018biz,91OverlookAve.Saint-Antoine NBE4V9J8,"SturgeonFalls,ONP2B5T472GardenDr.",20112016,23112016
4134696,,x2019ayb,Courtice ONL1E5G58973WestMilesAve.,"Taber,ABT1G6G283SouthIroquoisSt.",20072015,23072015
3654037,,x2017asb,Hamilton ONL8E6H01AirportStreet,"Torbay,LBA1K2E09812E.3rdAve.",102020,3102020
3723744,,x2017afv,Stouffville ONL4A9V38903WestMeadowCourt,"Manitoulin,ONP0P3C37985AcademyDrive",92016,3092016
3721047,,x2020atf,JuandeFucaShore BCV0S8H97707UniversityCourt,"972LibertyStreetCobourg,ONK9A8A7",20092018,23092018
3347960,,x2019aoq,762TempleSt.LaPlaine QCJ7M5E7,"42PrimroseSt.Chelsea,QCJ9B6T4",10072017,13072017
2513545,,x2018blz,Stouffville ONL4A9V38903WestMeadowCourt,"Courtice,ONL1E5G58973WestMilesAve.",12072019,15072019
3711490,,x2019ame,Perth ONK7H3A5636ChestnutSt.,"DorvalOutskirts,QCH9P9S57564LongbranchRd.",15022017,18022017
2871585,,x2017ara,Innisfil ONL9S1H8269CarpenterDrive,"Stouffville,ONL4A9V38903WestMeadowCourt",11062020,14062020
4094459,,x2014avu,Kingston ONK7K2M8370GoldenStarAve.,"JuandeFucaShore,BCV0S8H97707UniversityCourt",11042017,14042017
3901477,,x2016aav,Manitoulin ONP0P3C37985AcademyDrive,"Coverdale,NBE1J6E2170EastGartnerAve.",18072016,21072016
3713058,,x2015bbd,1SummerhouseSt.Ste.Anne MBR5H7K4,"972LibertyStreetCobourg,ONK9A8A7",15032017,17032017
3203108,,x2019aoa,1SummerhouseSt.Ste.Anne MBR5H7K4,"62RidgeStreetBoucherville,QCJ4B5S2",1042019,4042019
2604672,,x2017bma,762TempleSt.LaPlaine QCJ7M5E7,"1SummerhouseSt.Ste.Anne,MBR5H7K4",10102017,13102017
3466776,,x2017bix,530WestTalbotDriveKentville NSB4N5E6,"64MeadowbrookCourtMont'e9r'e9gie-Est,QCJ0J4P7",8022015,11022015
2426574,,x2017afo,Coverdale NBE1J6E2170EastGartnerAve.,"95EastArcadiaSt.Lachute,QCJ8H9G4",1072018,4072018
2811203,,x2015bba,7231SycamoreSt.HollandLanding ONL9N9A0,"Nepean,ONK2G5X2735PendergastStreet",13002017,15002017
4245505,,x2017auj,95EastArcadiaSt.Lachute QCJ8H9G4,"Kincardine,ONN2Z1S68037E.RaceAve.",20012017,23012017
3057478,,x2017bbh,Torbay LBA1K2E09812E.3rdAve.,"Penticton,BCV2A1C437HarveyRd.",15112017,18112017
4467374,,x2017bci,692ThirdDr.Selkirk MBR1A9S4,"Trail,BCV1R9T949N.ChurchDr.",62020,3062020
3710936,,x2018bdi,Antigonish NSB2G8T97RockvilleSt.,"HantsCounty,NSB0N8H5764SnakeHillDrive",3012015,6012015
4369138,,x2019axq,Saint-Quentin NBE8A0A261AndoverAve.,"725CarriageCircleDoaktown,NBE9C8T4",5062019,8062019
2581355,,x2016ajm,Caraquet NBE1W5K43KirklandRd.,"R'e9giond'Oka,QCJ0N2J4313CreekDr.",6072016,9072016
2560332,,x2018bdr,TourdelaBourse QCH4Z6J4794W.MonroeStreet,"Penticton,BCV2A1C437HarveyRd.",7012015,10012015
2594227,,x2016bcp,Woodstock NBE7M9X97380MeadowAve.,"HantsCounty,NSB0N8H5764SnakeHillDrive",17052020,20052020
3831818,,x2014bcg,DeerIsland NBE5V7G371LivingstonSt.,"Innisfil,ONL9S1H8269CarpenterDrive",6052016,9052016
2596699,,x2019ahq,747WoodlandAve.St.George NBE5C9X3,"JuandeFucaShore,BCV0S8H97707UniversityCourt",6042016,9042016
3747531,,x2017abx,Carbonear LBA1Y5H172ParkerDr.,"530WestTalbotDriveKentville,NSB4N5E6",17082018,20082018
2608680,,x2014amn,Maple ONL6A0N79569CemeteryAve.,"856FranklinSt.Metchosin,BCV9C9G8",20092020,23092020
3325510,,x2020bct,7569YoungLaneWhiteRock BCV4B7H9,"WestElmwoodSt.Val-d'Or,QCJ9P7P7",8072015,11072015
3347098,,x2020aqu,Penticton BCV2A1C437HarveyRd.,"Athabasca,ABT9S6Y4886WakehurstSt.",15082019,17082019
2547386,,x2016blc,Thompson MBR8N3R46PurpleFinchDr.,"Morden,MBR6M3K29314CanterburyAve.",20042017,23042017
3183031,,x2017ara,Innisfil ONL9S1H8269CarpenterDrive,"QueensCounty,NSB0T0L851PiperStreet",14062019,16062019
3761036,,x2018aqe,296W.YoungDriveQuesnel BCV2J8V4,"762TempleSt.LaPlaine,QCJ7M5E7",18082016,21082016
3578569,,x2019bfd,Boiestown NBE6A4C48592S.RidgeviewStreet,"Kingston,ONK7K2M8370GoldenStarAve.",1082015,4082015
3526894,,x2015aux,DeerIsland NBE5V7G371LivingstonSt.,"Innisfil,ONL9S1H8269CarpenterDrive",2102018,5102018
2716725,,x2016bcv,Hamilton ONL8E6H01AirportStreet,"WestElmwoodSt.Val-d'Or,QCJ9P7P7",19112019,22112019
3723319,,x2016afz,Antigonish NSB2G8T97RockvilleSt.,"ChristmasIsland,NSB1T9G077CoffeeDr.",20062019,23062019
3125493,,x2019ant,Vermilion ABT9X7N37568ThompsonStreet,"7569YoungLaneWhiteRock,BCV4B7H9",2102020,5102020
3937316,,x2020aqg,LaSarre QCJ9Z5N33GlenholmeCourt,"Ladysmith,BCV9G5M666LowerRiverDrive",19052018,22052018
3872650,,x2019ank,522AddisonCourtUnit77,"7569YoungLaneWhiteRock,BCV4B7H9",7112017,10112017
4561501,,x2015apd,42PrimroseSt.Chelsea QCJ9B6T4,"Listowel,ONN4W4G92GlendaleSt.",15092020,18092020
3080253,,x2015agx,7231SycamoreSt.HollandLanding ONL9N9A0,"Centreville,NBE7K8H4564W.PhilmontSt.",5092020,8092020
2768643,,x2018auc,JuandeFucaShore BCV0S8H97707UniversityCourt,"Delhi,ONN4B8N59108OakwoodRd.",15082019,18082019
2576673,,x2014adp,LaSarre QCJ9Z5N33GlenholmeCourt,"Thompson,MBR8N3R46PurpleFinchDr.",17002016,20002016
3906129,,x2015akh,692ThirdDr.Selkirk MBR1A9S4,"ChristmasIsland,NSB1T9G077CoffeeDr.",15042015,17042015
3236045,,x2020bmf,Joliette QCJ6E6E87905SpringAve.,"DufferinCounty,ONL0N0L985CrescentLane",20032020,23032020
3125045,,x2018blp,692ThirdDr.Selkirk MBR1A9S4,"JuandeFucaShore,BCV0S8H97707UniversityCourt",5102017,
4157487,,x2016ajm,Caraquet NBE1W5K43KirklandRd.,"Kincardine,ONN2Z1S68037E.RaceAve.",19082017,22082017
2932395,,x2019bfd,Boiestown NBE6A4C48592S.RidgeviewStreet,"Ladysmith,BCV9G5M666LowerRiverDrive",12002016,15002016
2826278,,x2015bba,7231SycamoreSt.HollandLanding ONL9N9A0,"L'Erable,QCG0Y8C4456LakeviewRoad",16102016,19102016
4093017,,x2016auw,Coverdale NBE1J6E2170EastGartnerAve.,"Rivi'e8re-du-Loup,QCG5R4V167AirportAve.",17092019,20092019
3251910,,x2020bjm,22UnionSt.Louisbourg NSB1C5K5,"Joliette,QCJ6E6E87905SpringAve.",72015,3072015
2463625,,x2019bbb,Antigonish NSB2G8T97RockvilleSt.,"Rivi'e8re-du-Loup,QCG5R4V167AirportAve.",1012016,4012016
3409817,,x2020bhy,Lepreau NBE5J0E3486UnionStreet,"42PrimroseSt.Chelsea,QCJ9B6T4",3032016,6032016
4421195,,x2016arb,SturgeonFalls ONP2B5T472GardenDr.,"Ponoka,ABT4J2V064HomesteadAve.",10002019,13002019
4084011,,x2017agb,Penticton BCV2A1C437HarveyRd.,"Delhi,ONN4B8N59108OakwoodRd.",5072017,8072017
3689068,,x2017ajc,42PrimroseSt.Chelsea QCJ9B6T4,"530WestTalbotDriveKentville,NSB4N5E6",12062017,15062017
3196734,,x2017aml,91OverlookAve.Saint-Antoine NBE4V9J8,"64MeadowbrookCourtMont'e9r'e9gie-Est,QCJ0J4P7",17102016,20102016
4387788,,x2017aic,Athabasca ABT9S6Y4886WakehurstSt.,"H'e9bertville,QCG8N3V0646SherwoodAve.",14092015,16092015
3768937,,x2014ain,Cranbrook BCV1C6H68691FultonStreet,"Thompson,MBR8N3R46PurpleFinchDr.",3042018,6042018
4376113,,x2020bet,LaSarre QCJ9Z5N33GlenholmeCourt,"425E.KetchHarbourDr.FortFrances,ONP9A3V9",20032020,
2574126,,x2014ata,Ladysmith BCV9G5M666LowerRiverDrive,"Torbay,LBA1K2E09812E.3rdAve.",3022020,6022020
4218291,,x2016bik,7569YoungLaneWhiteRock BCV4B7H9,"Kincardine,ONN2Z1S68037E.RaceAve.",16082016,19082016
4108496,,x2019akr,Delhi ONN4B8N59108OakwoodRd.,"Stouffville,ONL4A9V38903WestMeadowCourt",14032015,16032015
2910642,,x2018awg,L'Erable QCG0Y8C4456LakeviewRoad,"L'Erable,QCG0Y8C4456LakeviewRoad",8012020,11012020
3868495,,x2015aoy,Delhi ONN4B8N59108OakwoodRd.,"Ponoka,ABT4J2V064HomesteadAve.",6052016,9052016
3024555,,x2020bac,Penticton BCV2A1C437HarveyRd.,"856FranklinSt.Metchosin,BCV9C9G8",15012015,18012015
2577498,,x2017bhz,Sainte-Julie QCJ3E1G288RyanAve.,"NewGlasgow,NSB2H6R17005S.BrandywineDrive",18012018,21012018
3756259,,x2017aeu,7149WilliamSt.Quispamsis NBE2G6Y5,"NewGlasgow,NSB2H6R17005S.BrandywineDrive",1112016,4112016
3450750,,x2016bds,856FranklinSt.Metchosin BCV9C9G8,"62RidgeStreetBoucherville,QCJ4B5S2",9052018,12052018
3038967,,x2018bdt,LaBaie QCG7B7N28861DepotSt.,"Gasp'e9sie-Sud,QCG0C8B8718LeatherwoodSt.",1082016,4082016
3224917,,x2017alz,7569YoungLaneWhiteRock BCV4B7H9,"296W.YoungDriveQuesnel,BCV2J8V4",3002020,6002020
3163011,,x2015bfo,64MeadowbrookCourtMont'e9r'e9gie-Est QCJ0J4P7,"Gasp'e9sie-Sud,QCG0C8B8718LeatherwoodSt.",19072016,22072016
2372888,,x2017ale,95EastArcadiaSt.Lachute QCJ8H9G4,"Bromont,QCJ2L7R5874WestBohemiaRd.",1012020,4012020
4236718,,x2017axm,Caraquet NBE1W5K43KirklandRd.,"8953NorthSpruceSt.Masson-Angers,QCJ8M6L5",20062020,23062020
3773269,,x2020bjp,Saint-Quentin NBE8A0A261AndoverAve.,"Rivi'e8re-du-Loup,QCG5R4V167AirportAve.",1092017,4092017
3955709,,x2020azi,Torbay LBA1K2E09812E.3rdAve.,"Cap-Rouge,QCG1Y8A4169EastValleyViewSt.",15052019,17052019
3915227,,x2016ate,Carbonear LBA1Y5H172ParkerDr.,"Trail,BCV1R9T949N.ChurchDr.",3052018,6052018
2642049,,x2017bgb,Penticton BCV2A1C437HarveyRd.,"856FranklinSt.Metchosin,BCV9C9G8",5062016,8062016
2472539,,x2015bbl,Taber ABT1G6G283SouthIroquoisSt.,"Delhi,ONN4B8N59108OakwoodRd.",2017,3002017
4063318,,x2019auu,Saint-Prime QCG8J3T59407LongfellowSt.,"SturgeonFalls,ONP2B5T472GardenDr.",12032020,15032020
3535896,,x2016avj,WestElmwoodSt.Val-d'Or QCJ9P7P7,"L'Erable,QCG0Y8C4456LakeviewRoad",15112020,17112020
2712929,,x2015bmj,Thompson MBR8N3R46PurpleFinchDr.,"L'Erable,QCG0Y8C4456LakeviewRoad",17112016,20112016
2586300,,x2018avo,Appalaches QCG0R4C78435RockawayCircle,"Elgin,ONN0L7P922DunbarSt.",16072018,19072018
2642094,,x2019bdk,Taber ABT1G6G283SouthIroquoisSt.,"Coverdale,NBE1J6E2170EastGartnerAve.",6062016,9062016
2880407,,x2017ajo,Antigonish NSB2G8T97RockvilleSt.,"Joliette,QCJ6E6E87905SpringAve.",32015,3032015
4219949,,x2016ath,522AddisonCourtUnit77,"DorvalOutskirts,QCH9P9S57564LongbranchRd.",15022018,17022018
3579678,,x2017ayc,Listowel ONN4W4G92GlendaleSt.,"Coverdale,NBE1J6E2170EastGartnerAve.",12002015,15002015
4004180,,x2015bas,Courtice ONL1E5G58973WestMilesAve.,"Carbonear,LBA1Y5H172ParkerDr.",12102015,15102015
2698010,,x2016bey,Gananoque ONK7G8R58044LoganStreet,"42PrimroseSt.Chelsea,QCJ9B6T4",16012017,19012017
3670001,,x2018bed,91OverlookAve.Saint-Antoine NBE4V9J8,"R'e9giond'Oka,QCJ0N2J4313CreekDr.",6042016,9042016
2745052,,x2020awo,762TempleSt.LaPlaine QCJ7M5E7,"WestElmwoodSt.Val-d'Or,QCJ9P7P7",11052020,14052020
4160421,,x2020anx,51ArcadiaSt.Debec NBE7N7L2,"7231SycamoreSt.HollandLanding,ONL9N9A0",5112020,8112020
3041194,,x2018bin,747WoodlandAve.St.George NBE5C9X3,"Hawkesbury,ONK6A6V9588PurpleFinchRoad",8092015,11092015
2670865,,x2018agd,Dauphin MBR7N1N54EastChestnutStreet,"Centreville,NBE7K8H4564W.PhilmontSt.",1062019,4062019
3340821,,x2017asj,8829SE.SummerhouseDr.Laval-des-Rapides QCH7N0J3,"22UnionSt.Louisbourg,NSB1C5K5",5112016,8112016
4319882,,x2017bjk,QueensCounty NSB0T0L851PiperStreet,"Saint-Prime,QCG8J3T59407LongfellowSt.",13082016,15082016
3362918,,x2017afq,Gananoque ONK7G8R58044LoganStreet,"Bromont,QCJ2L7R5874WestBohemiaRd.",11002017,14002017
3436635,,x2018bia,R'e9giond'Oka QCJ0N2J4313CreekDr.,"Courtice,ONL1E5G58973WestMilesAve.",19002019,22002019
2868955,,x2018ael,Dauphin MBR7N1N54EastChestnutStreet,"Listowel,ONN4W4G92GlendaleSt.",12112019,15112019
3197258,,x2018ays,Kingston ONK7K2M8370GoldenStarAve.,"Collingwood,ONL9Y4K733LindaSt.",1052018,4052018
3452424,,x2019ajg,Morden MBR6M3K29314CanterburyAve.,"Torbay,LBA1K2E09812E.3rdAve.",7112017,10112017
4499178,,x2015bbv,Vermilion ABT9X7N37568ThompsonStreet,"Coverdale,NBE1J6E2170EastGartnerAve.",13072019,15072019
3761700,,x2014asn,JuandeFucaShore BCV0S8H97707UniversityCourt,"856FranklinSt.Metchosin,BCV9C9G8",7022015,10022015
3039125,,x2020bco,ChristmasIsland NSB1T9G077CoffeeDr.,"947SouthamptonCourtIngersoll,ONN5C2E9",9092016,12092016
4387891,,x2019ayv,Vermilion ABT9X7N37568ThompsonStreet,"7526AddisonStreetGagetown,NBE5M9S2",11082019,14082019
3257536,,x2018bbf,Woodstock NBE7M9X97380MeadowAve.,522AddisonCourtUnit77,13082018,15082018
2967746,,x2020aub,Morden MBR6M3K29314CanterburyAve.,"Kingston,ONK7K2M8370GoldenStarAve.",15042015,18042015
2814224,,x2014aed,Carbonear LBA1Y5H172ParkerDr.,"Manitoulin,ONP0P3C37985AcademyDrive",15112015,17112015
2755797,,x2015aqy,296W.YoungDriveQuesnel BCV2J8V4,"Innisfil,ONL9S1H8269CarpenterDrive",16052015,19052015
2632511,,x2015aio,KananaskisCountry ABT0L5L530OakMeadowAve.,"YoungsCove,NBE4C9R753EdgewoodSt.",11002016,14002016
2726298,,x2017aeu,7149WilliamSt.Quispamsis NBE2G6Y5,"68KetchHarbourSt.Duncan,BCV9L4V1",14052016,16052016
2975058,,x2015aqz,Kingston ONK7K2M8370GoldenStarAve.,"692ThirdDr.Selkirk,MBR1A9S4",10102020,13102020
2356625,,x2019ajq,68KetchHarbourSt.Duncan BCV9L4V1,"Hampton,NBE5N4X645SheffieldAve.",17112020,20112020
2754019,,x2019ape,L'Erable QCG0Y8C4456LakeviewRoad,"Morden,MBR6M3K29314CanterburyAve.",15002015,17002015
2511359,,x2020bhv,HantsCounty NSB0N8H5764SnakeHillDrive,"L'Erable,QCG0Y8C4456LakeviewRoad",15062018,18062018
4567608,,x2015bex,Hampton NBE5N4X645SheffieldAve.,"856FranklinSt.Metchosin,BCV9C9G8",5052016,8052016
3281110,,x2019aiv,7569YoungLaneWhiteRock BCV4B7H9,"DufferinCounty,ONL0N0L985CrescentLane",15052018,17052018
3611861,,x2015alx,KananaskisCountry ABT0L5L530OakMeadowAve.,"Comox,BCV9M6C584BrownSt.",52019,3052019
4304440,,x2017aru,Appalaches QCG0R4C78435RockawayCircle,"8829SE.SummerhouseDr.Laval-des-Rapides,QCH7N0J3",9062016,12062016
3438418,,x2018acs,DeerIsland NBE5V7G371LivingstonSt.,"Morden,MBR6M3K29314CanterburyAve.",8082017,11082017
3757711,,x2019aiw,YoungsCove NBE4C9R753EdgewoodSt.,"Carbonear,LBA1Y5H172ParkerDr.",1072019,4072019
3948846,,x2015aku,Sainte-Julie QCJ3E1G288RyanAve.,"KananaskisCountry,ABT0L5L530OakMeadowAve.",8032015,11032015
3829793,,x2014blh,Kingston ONK7K2M8370GoldenStarAve.,"Gasp'e9sie-Sud,QCG0C8B8718LeatherwoodSt.",17042018,20042018
3615864,,x2017apj,Ladysmith BCV9G5M666LowerRiverDrive,"Thompson,MBR8N3R46PurpleFinchDr.",16112017,19112017
2527228,,x2019bgd,KananaskisCountry ABT0L5L530OakMeadowAve.,"Dauphin,MBR7N1N54EastChestnutStreet",10102020,13102020
3352990,,x2015ana,Torbay LBA1K2E09812E.3rdAve.,"Thompson,MBR8N3R46PurpleFinchDr.",19082017,22082017
4406781,,x2015ahv,7569YoungLaneWhiteRock BCV4B7H9,"Delhi,ONN4B8N59108OakwoodRd.",18062018,21062018
2958820,,x2019aoj,MeadowLake SKS9X9V3866SutorStreet,"Hamilton,ONL8E6H01AirportStreet",3072017,6072017
3338954,,x2016bbp,Listowel ONN4W4G92GlendaleSt.,"Cranbrook,BCV1C6H68691FultonStreet",9052020,12052020
3970041,,x2019beu,Saint-Quentin NBE8A0A261AndoverAve.,"Hamilton,ONL8E6H01AirportStreet",9042020,12042020
4297243,,x2018ays,Kingston ONK7K2M8370GoldenStarAve.,"Dauphin,MBR7N1N54EastChestnutStreet",6032020,9032020
2402444,,x2016ayo,530WestTalbotDriveKentville NSB4N5E6,"8829SE.SummerhouseDr.Laval-des-Rapides,QCH7N0J3",4042015,7042015
2577010,,x2018aak,Perth ONK7H3A5636ChestnutSt.,"9810FairgroundAvenueGreely,ONK4P4M4",7022019,10022019
4369002,,x2014axn,QueensCounty NSB0T0L851PiperStreet,"KananaskisCountry,ABT0L5L530OakMeadowAve.",16032018,19032018
2853672,,x2014abo,YoungsCove NBE4C9R753EdgewoodSt.,"7149WilliamSt.Quispamsis,NBE2G6Y5",20072020,23072020
4154845,,x2014avq,9810FairgroundAvenueGreely ONK4P4M4,"HantsCounty,NSB0N8H5764SnakeHillDrive",13022018,15022018
4353177,,x2020apn,Joliette QCJ6E6E87905SpringAve.,"QueensCounty,NSB0T0L851PiperStreet",18082020,21082020
4128299,,x2018aal,Antigonish NSB2G8T97RockvilleSt.,"Kingston,ONK7K2M8370GoldenStarAve.",14042016,16042016
3592263,,x2017abx,Carbonear LBA1Y5H172ParkerDr.,"Kingston,ONK7K2M8370GoldenStarAve.",13002016,15002016
2878079,,x2014aii,CampobelloIsland NBE5E7V99933GreenviewSt.,"KananaskisCountry,ABT0L5L530OakMeadowAve.",8092016,11092016
2793501,,x2014ayj,QueensCounty NSB0T0L851PiperStreet,"692ThirdDr.Selkirk,MBR1A9S4",19022015,22022015
4188604,,x2015arl,Stouffville ONL4A9V38903WestMeadowCourt,"972LibertyStreetCobourg,ONK9A8A7",9002017,12002017
4004096,,x2018bia,R'e9giond'Oka QCJ0N2J4313CreekDr.,"51ArcadiaSt.Debec,NBE7N7L2",11092017,14092017
4191065,,x2018bff,Saint-Quentin NBE8A0A261AndoverAve.,"972LibertyStreetCobourg,ONK9A8A7",1022016,4022016
3259484,,x2019atj,Listowel ONN4W4G92GlendaleSt.,"L'Erable,QCG0Y8C4456LakeviewRoad",5002015,8002015
3191633,,x2016afc,WestElmwoodSt.Val-d'Or QCJ9P7P7,"Thompson,MBR8N3R46PurpleFinchDr.",15082018,17082018
3708669,,x2019akd,KananaskisCountry ABT0L5L530OakMeadowAve.,"64MeadowbrookCourtMont'e9r'e9gie-Est,QCJ0J4P7",7052016,10052016
2419559,,x2018aom,7149WilliamSt.Quispamsis NBE2G6Y5,"42PrimroseSt.Chelsea,QCJ9B6T4",1072019,4072019
4382425,,x2018arx,692ThirdDr.Selkirk MBR1A9S4,"Coverdale,NBE1J6E2170EastGartnerAve.",72019,3072019
2968182,,x2014bfp,425E.KetchHarbourDr.FortFrances ONP9A3V9,"Delhi,ONN4B8N59108OakwoodRd.",15092018,18092018
3063938,,x2014axh,R'e9giond'Oka QCJ0N2J4313CreekDr.,"Caraquet,NBE1W5K43KirklandRd.",20112020,23112020
4106873,,x2016anf,L'Erable QCG0Y8C4456LakeviewRoad,"Boiestown,NBE6A4C48592S.RidgeviewStreet",20102020,23102020
3562469,,x2018aqs,68KetchHarbourSt.Duncan BCV9L4V1,"Maple,ONL6A0N79569CemeteryAve.",16052020,19052020
3661491,,x2019aty,Joliette QCJ6E6E87905SpringAve.,"H'e9bertville,QCG8N3V0646SherwoodAve.",14002018,16002018
3831555,,x2016aiy,MeadowLake SKS9X9V3866SutorStreet,522AddisonCourtUnit77,4042019,7042019
4511738,,x2017asp,Saint-Quentin NBE8A0A261AndoverAve.,"692ThirdDr.Selkirk,MBR1A9S4",15102017,18102017
4054046,,x2014azw,9CatherineSt.Wolfville NSB4P2J7,"Trail,BCV1R9T949N.ChurchDr.",17082017,20082017
3037394,,x2017bii,762TempleSt.LaPlaine QCJ7M5E7,"Boiestown,NBE6A4C48592S.RidgeviewStreet",11022018,14022018
2476054,,x2015amt,Ladysmith BCV9G5M666LowerRiverDrive,"762TempleSt.LaPlaine,QCJ7M5E7",11032017,14032017
3432684,,x2018bin,747WoodlandAve.St.George NBE5C9X3,"Coverdale,NBE1J6E2170EastGartnerAve.",4112015,7112015
4335843,,x2014bkx,7526AddisonStreetGagetown NBE5M9S2,"9CatherineSt.Wolfville,NSB4P2J7",10082016,13082016
3319985,,x2016aat,972LibertyStreetCobourg ONK9A8A7,"7526AddisonStreetGagetown,NBE5M9S2",2019,3002019
3059416,,x2020als,947SouthamptonCourtIngersoll ONN5C2E9,"Sainte-Julie,QCJ3E1G288RyanAve.",20012017,23012017
2525611,,x2019ayd,Dauphin MBR7N1N54EastChestnutStreet,"Coverdale,NBE1J6E2170EastGartnerAve.",12082016,15082016
3754812,,x2017aga,692ThirdDr.Selkirk MBR1A9S4,"Perth,ONK7H3A5636ChestnutSt.",1022017,4022017
4105739,,x2020bhj,Centreville NBE7K8H4564W.PhilmontSt.,"HantsCounty,NSB0N8H5764SnakeHillDrive",14052015,16052015
4203709,,x2018ago,Ponoka ABT4J2V064HomesteadAve.,"LaBaie,QCG7B7N28861DepotSt.",9042020,12042020
3206171,,x2020amj,7569YoungLaneWhiteRock BCV4B7H9,"Sainte-Julie,QCJ3E1G288RyanAve.",16102020,19102020
4196896,,x2014avg,Gananoque ONK7G8R58044LoganStreet,"1SummerhouseSt.Ste.Anne,MBR5H7K4",8002018,11002018
3403041,,x2014bhl,HantsCounty NSB0N8H5764SnakeHillDrive,"64MeadowbrookCourtMont'e9r'e9gie-Est,QCJ0J4P7",18002017,21002017
3628305,,x2020bgi,7149WilliamSt.Quispamsis NBE2G6Y5,"22UnionSt.Louisbourg,NSB1C5K5",20042018,23042018
2987559,,x2020afs,FortSt.John BCV1J1Y4838WalnutSt.,"Saint-Prime,QCG8J3T59407LongfellowSt.",6012018,9012018
2603709,,x2014bfp,425E.KetchHarbourDr.FortFrances ONP9A3V9,"11WakehurstSt.Tillsonburg,ONN4G7V1",1072019,4072019
3040697,,x2018aqd,R'e9giond'Oka QCJ0N2J4313CreekDr.,"TourdelaBourse,QCH4Z6J4794W.MonroeStreet",19072019,22072019
3395921,,x2017bic,856FranklinSt.Metchosin BCV9C9G8,"8953NorthSpruceSt.Masson-Angers,QCJ8M6L5",10062018,13062018
2477189,,x2019aqt,Coverdale NBE1J6E2170EastGartnerAve.,"947SouthamptonCourtIngersoll,ONN5C2E9",2002020,5002020
4062201,,x2016aug,Manitoulin ONP0P3C37985AcademyDrive,"91OverlookAve.Saint-Antoine,NBE4V9J8",12022018,15022018
4379785,,x2020aaq,Delhi ONN4B8N59108OakwoodRd.,"Cap-Rouge,QCG1Y8A4169EastValleyViewSt.",1072017,4072017
2636174,,x2018agm,522AddisonCourtUnit77,"Gasp'e9sie-Sud,QCG0C8B8718LeatherwoodSt.",5032020,8032020
3302292,,x2018aym,Stouffville ONL4A9V38903WestMeadowCourt,"MeadowLake,SKS9X9V3866SutorStreet",16012018,19012018
2537626,,x2018abc,64MeadowbrookCourtMont'e9r'e9gie-Est QCJ0J4P7,"Bromont,QCJ2L7R5874WestBohemiaRd.",16092016,19092016
3262550,,x2020bax,856FranklinSt.Metchosin BCV9C9G8,"Gananoque,ONK7G8R58044LoganStreet",8112015,11112015
4459310,,x2014avg,Gananoque ONK7G8R58044LoganStreet,"Courtice,ONL1E5G58973WestMilesAve.",1012018,4012018
3269023,,x2014avg,Gananoque ONK7G8R58044LoganStreet,"62RidgeStreetBoucherville,QCJ4B5S2",12072016,15072016
2809416,,x2017awr,KananaskisCountry ABT0L5L530OakMeadowAve.,"TourdelaBourse,QCH4Z6J4794W.MonroeStreet",12112019,15112019
2907709,,x2020bfz,Hawkesbury ONK6A6V9588PurpleFinchRoad,"'celes-Laval,QCH7Y5B648AndoverStreet",12072020,15072020
3152144,,x2020ajh,R'e9giond'Oka QCJ0N2J4313CreekDr.,"MeadowLake,SKS9X9V3866SutorStreet",15102016,17102016
4241213,,x2020afs,FortSt.John BCV1J1Y4838WalnutSt.,"QueensCounty,NSB0T0L851PiperStreet",11012020,14012020
2717393,,x2016bik,7569YoungLaneWhiteRock BCV4B7H9,"Appalaches,QCG0R4C78435RockawayCircle",19112020,22112020
2595367,,x2017bep,Cap-Rouge QCG1Y8A4169EastValleyViewSt.,"L'Erable,QCG0Y8C4456LakeviewRoad",3022017,6022017
3216314,,x2017bgg,8953NorthSpruceSt.Masson-Angers QCJ8M6L5,"762TempleSt.LaPlaine,QCJ7M5E7",5092015,8092015
2468439,,x2020bet,LaSarre QCJ9Z5N33GlenholmeCourt,"1SummerhouseSt.Ste.Anne,MBR5H7K4",4042016,7042016
3427445,,x2019atj,Listowel ONN4W4G92GlendaleSt.,"Kincardine,ONN2Z1S68037E.RaceAve.",18032016,21032016
3648145,,x2016bds,856FranklinSt.Metchosin BCV9C9G8,"8829SE.SummerhouseDr.Laval-des-Rapides,QCH7N0J3",4062017,7062017
